unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
2219409,NBN,Fibre to the Node,50/20 Mbps,Superloop,NSW,Urban,FALSE,FALSE,e0:bxxxxxx,54.36,47.97,55.27,54.33,51.13,55.27,18.96,18.49,19.04,18.97,18.93,19.04,22.48,20.37,27.58,22.64,21.61,27.58,0
124438674,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,NSW,Urban,FALSE,FALSE,d4:3xxxxxx,107.85,88.12,109.95,107.07,92.2,109.88,19.01,17.59,19.29,18.98,17.59,19.29,9.79,9.43,11,9.82,9.56,11,0.03
128670355,Starlink,Satellite,100/50 Mbps,Starlink,VIC,,FALSE,FALSE,00:3xxxxxx,240.24,21.33,467.96,215.86,21.33,379.59,30.06,10.67,64.5,29.12,14.76,61.74,30.92,25.88,37,33.2,29.58,36.7,0.16
125662355,NBN,Fibre to the Curb,100/40 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,00:0xxxxxx,108.57,93.82,110.35,108.64,108.47,109.69,37.93,37.32,38,37.95,37.85,38,5.01,4.96,6.25,4.99,4.96,5.06,0.03
128670356,Starlink,Satellite,100/50 Mbps,Starlink,QLD,,FALSE,FALSE,74:2xxxxxx,137.46,11.3,371.89,103.31,22.56,216.75,24.25,4.1,57.56,22.99,14.26,32.99,34.63,25.84,49.4,35.41,25.84,49.16,0.06
1028756,NBN,Hybrid Fibre Coaxial,250/25 Mbps,TPG,NSW,Urban,FALSE,FALSE,1c:6xxxxxx,267.96,236.17,270.09,267.5,238.95,270.07,22.45,21.03,23.51,22.54,21.19,23.3,8.27,8.06,20.32,8.28,8.06,8.75,0.06
4329621,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,38:1xxxxxx,108.53,98.28,110.24,108.27,98.28,110.24,18.07,17.63,18.24,18.08,17.97,18.18,3.63,3.57,4.27,3.61,3.58,3.91,0
130105493,NBN Satellite Services,Satellite,50/10 Mbps,,WA,Major Rural,FALSE,FALSE,7c:fxxxxxx,50.27,22.24,55.82,45.43,22.24,54.63,14.58,3.31,18.12,12.26,4.48,16.07,670.62,640.85,738.55,667.65,650.82,684.14,0
128670357,Starlink,Satellite,100/50 Mbps,Starlink,NSW,,FALSE,FALSE,d0:2xxxxxx,225.24,8.46,408.32,146.8,8.46,237.95,29.74,1.69,60.39,26.08,1.69,60.39,23.43,20.07,31.01,24.39,21.81,27.62,0.32
117176470,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Dodo & iPrimus,NSW,Urban,FALSE,FALSE,c8:9xxxxxx,52.13,12.57,53.37,52.23,37.77,53.37,18.72,8.15,18.84,18.72,17.86,18.83,7.73,7.46,11.85,7.83,7.56,8.38,0
125662359,NBN Satellite Services,Satellite,25/5 Mbps,,NSW,Major Rural,FALSE,FALSE,28:exxxxxx,22.24,1.17,27.82,18.5,1.17,25.49,5.04,1.79,5.61,4.99,1.79,5.57,702.39,647.28,1144.66,719.28,666.04,1144.66,0.61
128670364,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 50/10,,NSW,Minor Rural,FALSE,FALSE,f0:axxxxxx,47.24,3.56,64.99,39.84,4.28,56.8,6.84,2.74,7.95,6.33,3.54,7.95,35.85,33.78,53.58,36.76,35.12,48.22,0.23
1028764,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,8c:8xxxxxx,911.9,750.77,926.46,910.32,836.38,925.04,47.36,45.66,47.48,47.39,47.3,47.45,11.15,10.18,11.78,11.18,11.06,11.66,0
55187101,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,NSW,Remote,FALSE,FALSE,c0:0xxxxxx,118.49,48.24,143.08,112.96,48.24,141.66,3.13,0.97,6.4,2.84,1.35,5.07,43.58,40.87,168.68,43.34,42.06,61.18,0.1
128670365,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,NSW,Remote,FALSE,FALSE,84:1xxxxxx,76.72,2.08,97.15,64.01,12.6,96.16,6.17,3.85,8.08,5.87,4.48,7.42,57.8,52.9,103.06,63.82,53.73,102.31,0.13
5071773,NBN,Fibre to the Node,100/20 Mbps,Vodafone,NSW,Urban,FALSE,FALSE,f8:cxxxxxx,97.05,71.71,106.77,95.35,71.71,103.73,18.66,14.84,19.03,18.62,17.56,19.02,8.04,5.53,12.18,8.19,5.54,12.18,0.03
127446173,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Superloop,NSW,Urban,FALSE,FALSE,7c:5xxxxxx,938.42,877.4,941.46,937.31,877.4,941.29,47.35,43.85,47.55,47.29,43.85,47.55,8.17,7.82,12.52,8.28,7.93,12.52,0
2219421,NBN,Fibre to the Premises,250/25 Mbps,Exetel,NSW,Urban,FALSE,FALSE,28:dxxxxxx,271.55,253.08,272.25,271.64,269.23,272.05,23.67,23.42,23.73,23.67,23.58,23.73,5.33,5.28,5.37,5.3,5.29,5.33,0
96729245,NBN,Hybrid Fibre Coaxial,25/10 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,72:axxxxxx,22.12,4.82,24.84,21.15,5.4,24.84,8.55,7.1,9.25,8.56,7.5,9.19,10.49,9.7,12.42,10.51,9.71,11.47,0.35
23486881,NBN,Fibre to the Premises,100/40 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,00:1xxxxxx,108.45,102.69,110.22,108.28,103.56,109.29,37.84,37.03,37.96,37.84,37.62,37.94,1.57,1.48,1.72,1.54,1.51,1.59,0
48666785,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Other RSPs,QLD,Urban,FALSE,FALSE,44:4xxxxxx,49.06,6.5,52.13,49.88,42.7,51.87,16.59,1.11,18.92,16.88,1.11,18.88,26.51,22.66,29.07,26.57,26.2,28.39,0.65
128670370,NBN,Fibre to the Node,100/20 Mbps,Launtel,ACT,Urban,FALSE,FALSE,80:2xxxxxx,103.04,71.06,105.65,101.98,82.62,105.49,18.15,11.19,18.35,18.17,17.79,18.35,24.92,23.35,208.63,24.06,23.37,26.78,0.03
2521507,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,Urban,FALSE,FALSE,18:fxxxxxx,54.09,45.86,54.63,54.2,52.35,54.49,18.85,18.45,19.15,18.86,18.5,18.93,9.2,6.05,10.72,9.08,7.36,10.72,0
127446179,Starlink,Satellite,100/50 Mbps,Starlink,NSW,,FALSE,FALSE,94:1xxxxxx,201.95,28.12,407.76,193.77,28.12,359.48,28.65,6.86,63.76,26.72,6.86,54.17,33.93,23.61,49.27,34.99,25.53,47.07,0.29
128670372,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,NSW,Urban,FALSE,TRUE,dc:2xxxxxx,447.81,259.94,539.21,454.32,351.21,535.31,45.59,40,46.22,45.7,42.81,46.19,7.76,7.61,32.21,7.79,7.71,7.93,0
116680612,NBN,Fibre to the Node,100/20 Mbps,Dodo & iPrimus,NSW,Urban,FALSE,FALSE,28:8xxxxxx,97.5,25.2,100.14,97.3,78.21,100.09,4.7,3.85,4.75,4.66,3.85,4.75,17.21,9.61,97.35,16.47,9.96,67.3,0.16
4991141,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,14:4xxxxxx,882.61,72.58,928.64,863.13,72.58,928.64,47.1,42.45,47.3,47.01,42.45,47.29,2.98,2.84,3.33,2.94,2.84,3.02,0
36655013,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,e4:cxxxxxx,938.58,879.96,949.98,937.42,918.14,949.98,47.4,47.1,47.57,47.38,47.1,47.46,8.18,7.94,8.51,8.24,8.12,8.51,0
57725605,Starlink,Satellite,100/50 Mbps,Starlink,ACT,,FALSE,FALSE,20:6xxxxxx,176.24,9.46,406.25,142.01,9.46,271.8,28.08,8.42,49.48,26.43,13.58,44.65,23.68,20.65,36.49,24.45,22.26,27.72,0.16
132234152,NBN fixed wireless,Fixed Wireless,Fixed Wireless Home Fast 250/20,,NSW,Remote,FALSE,FALSE,f0:2xxxxxx,156.34,14.64,267.47,125.51,14.64,241.35,10.59,3.63,17.33,8.45,3.94,13.08,43.48,40.52,62.25,44.38,41.95,62.25,0.06
44732073,NBN fixed wireless,Fixed Wireless,Fixed Wireless Home Fast 250/20,,NSW,Remote,FALSE,FALSE,9e:0xxxxxx,293.21,167.53,336.17,286.47,189.84,328.01,16.36,7.34,19,14.84,10.49,18.48,35.25,33.29,75.32,35.18,33.36,36.37,0.13
2219435,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,NT + SA,Urban,FALSE,FALSE,a0:6xxxxxx,52.06,28.11,53.26,51.93,44.58,53.13,18.85,18.46,18.93,18.85,18.72,18.9,24.24,24.04,24.82,24.27,24.13,24.41,0.03
132234156,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Leaptel,NSW,Urban,FALSE,FALSE,bc:2xxxxxx,106.2,34.96,107.38,105.71,89.78,107.04,18.88,9.08,19.04,18.91,18.77,18.98,9.44,9.27,32.94,9.39,9.28,10.01,0.03
55458221,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,ACT,Urban,FALSE,FALSE,b4:bxxxxxx,54.32,28.32,54.77,54.15,36.48,54.71,18.94,18.72,19.01,18.95,18.91,19.01,13.4,9.27,25.98,13.48,11.22,15.08,0
66082733,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Other RSPs,NSW,Urban,FALSE,TRUE,3c:8xxxxxx,577.86,5.88,748.6,590.67,362,738,46.02,10.41,47.3,46.12,45.54,47.23,16.97,10.65,32.24,16.35,10.8,30.31,0.17
134533295,NBN,Fibre to the Premises,100/20 Mbps,Leaptel,NSW,Urban,FALSE,FALSE,c4:exxxxxx,106.65,97.33,107.21,106.54,97.33,107.07,18.97,18.77,19.04,18.96,18.77,19.04,1.96,1.79,2.1,1.96,1.92,2.1,0
3880881,NBN,Fibre to the Node,25/10 Mbps,Superloop,NSW,Urban,FALSE,FALSE,20:bxxxxxx,26.79,19.75,27.23,26.73,19.75,27.23,9.37,4.09,9.62,9.41,8.82,9.59,10.66,7.96,16.92,10.81,8.54,16.92,0.03
44032945,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,NSW,Urban,FALSE,FALSE,c8:9xxxxxx,106.45,93.76,108.28,106.42,93.76,107.53,18.82,17.53,18.91,18.78,17.53,18.87,2.52,2.3,3.59,2.54,2.4,2.89,0
126632371,NBN Satellite Services,Satellite,100/10 Mbps,,QLD,Major Rural,FALSE,FALSE,5c:exxxxxx,92.65,33.09,111.48,75.56,33.09,107.83,9.22,0.84,13.65,8.99,6.23,10,700.04,652.36,776.92,704.5,667.16,776.92,0.81
24029365,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,3c:6xxxxxx,103.07,35.88,108.68,102.1,68.51,108.66,37.18,33.59,38.03,37.15,35.83,37.95,7.81,7.34,38.47,7.89,7.42,11.25,0.03
42980533,NBN,Fibre to the Node,25/5 Mbps,iiNet,NSW,Urban,FALSE,FALSE,20:bxxxxxx,22,16.51,24.08,21.36,16.51,23.99,4.67,4.02,4.83,4.62,4.04,4.79,7.08,6.23,17.13,7.56,6.23,17.13,0
96729269,NBN,Fibre to the Premises,50/20 Mbps,Exetel,NSW,Major Rural,FALSE,FALSE,a8:bxxxxxx,53.03,15.79,54.57,53.03,37.04,54.56,18.76,16.6,18.93,18.72,17.63,18.93,19.53,18.27,23.99,19.63,18.36,20.26,0
56963001,NBN,Hybrid Fibre Coaxial,250/25 Mbps,TPG,NSW,Urban,FALSE,FALSE,d2:2xxxxxx,268.14,248.96,270.16,267.18,250.58,270.16,23.59,13.91,23.83,23.53,21.5,23.73,7.94,7.69,9.13,8.07,7.7,9.13,0
106456249,NBN,Fibre to the Premises,250/25 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,28:8xxxxxx,249.56,209.3,262.34,247.36,209.3,262.13,23.64,22.79,23.72,23.64,23.29,23.71,3.51,2.9,6.1,3.5,2.91,4.37,0
97491385,NBN,Fibre to the Curb,50/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,50:dxxxxxx,53.25,44.67,53.56,53.22,50.76,53.56,18.76,17.66,18.92,18.75,18.16,18.89,4.96,4.85,5.51,4.94,4.85,5.51,0.1
44032953,NBN,Fibre to the Node,25/5 Mbps,Vodafone,NSW,Urban,FALSE,FALSE,20:bxxxxxx,25.48,12.48,26.59,24.86,13.17,26.59,4.3,3.54,4.78,4.26,3.54,4.63,12.13,8.18,16.36,12.27,8.25,13.99,0.03
117784253,NBN,Fibre to the Premises,100/20 Mbps,Launtel,NSW,Urban,FALSE,FALSE,0c:9xxxxxx,104.85,90.9,105.62,104.02,90.9,105.62,18.95,18.51,19.06,18.95,18.65,19.04,3.94,3.56,7.17,4,3.77,4.87,0
42314429,NBN,Fibre to the Premises,100/20 Mbps,Exetel,NSW,Major Rural,FALSE,FALSE,cc:2xxxxxx,107.77,78.47,108.93,107.03,85.85,108.93,18.82,18.46,18.93,18.81,18.57,18.88,6.18,5.84,10.48,6.19,5.96,6.36,0.04
4329409,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,a0:axxxxxx,108.4,76.07,110.11,108.03,76.07,110.11,18.94,18.58,19.15,18.93,18.58,19.11,11.14,9.25,13.62,11.17,9.25,12.93,0
4529601,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,38:1xxxxxx,51.58,48.29,51.8,51.55,49.23,51.76,18.84,18.01,18.9,18.84,18.57,18.89,15.56,13.69,15.75,15.56,14.6,15.75,0
81801665,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,QLD,Urban,FALSE,FALSE,a4:2xxxxxx,50.03,12,53.53,48.48,27.65,52.47,18.43,15.54,18.88,18.47,17.17,18.79,22.79,21.4,23.25,22.8,22.6,22.95,0.03
31764161,NBN,Fibre to the Node,100/20 Mbps,Vodafone,NSW,Urban,FALSE,FALSE,20:bxxxxxx,91.48,48.62,93.51,88.9,48.62,93.32,18.48,16.05,18.62,18.41,17.78,18.61,10.27,5.78,141.18,10.41,8.52,13.33,0
2142657,NBN,Hybrid Fibre Coaxial,100/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,34:exxxxxx,106.76,79.94,108.55,106.84,99.84,108.17,18.82,16.63,19.13,18.72,16.63,19.13,11.53,11.28,61.46,11.69,11.42,13.79,0
1029313,NBN,Fibre to the Node,50/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,a4:cxxxxxx,53.06,47.63,53.55,52.96,48.42,53.52,18.81,18.16,19.17,18.83,18.68,19.17,10.17,7.23,96.78,10.22,7.6,11.19,0.03
124146114,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Vodafone,NSW,Urban,FALSE,FALSE,d0:dxxxxxx,53.53,40.75,54.02,53.32,44.93,53.98,18.78,17.71,18.88,18.76,18.06,18.85,7.71,7.53,9.72,7.69,7.53,8.52,0.06
56963013,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Remote,FALSE,FALSE,18:fxxxxxx,71.86,44.79,87.29,69.46,44.79,83.24,12.07,6.18,19.09,13.07,7.12,19.09,43.8,39.64,45.8,43.89,42.29,45.75,0.19
45564613,NBN,Fibre to the Node,50/20 Mbps,TPG,WA,Urban,TRUE,FALSE,dc:6xxxxxx,46.41,14.88,53.82,45.18,14.88,53.82,11.52,0.65,18.96,8.78,0.91,18.89,14.24,6.88,63.34,16.21,8.14,58.12,0.58
35245253,NBN,Fibre to the Premises,50/20 Mbps,Vodafone,NSW,Urban,FALSE,FALSE,d0:dxxxxxx,53.49,45.82,53.94,53.19,45.82,53.94,18.8,17.48,18.9,18.79,17.55,18.9,3.68,3.5,6.32,3.68,3.52,4.1,0.03
117784264,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,ACT,Urban,FALSE,FALSE,90:exxxxxx,834.81,56.57,883.76,834.07,408.2,883.61,47.07,40.75,47.45,47.19,43.91,47.44,6.14,6.02,6.48,6.17,6.04,6.36,0
4991177,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,ACT,Urban,FALSE,FALSE,18:fxxxxxx,91.43,49.71,93.09,91.79,83.51,93.06,18.96,18.69,19.01,18.96,18.93,18.99,14.58,11.78,19.45,14.59,12.59,16.73,0
106453965,NBN,Fibre to the Premises,250/25 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,3c:3xxxxxx,246.92,201.18,252.43,245.63,201.18,248.32,23.71,15.56,23.89,23.81,23.69,23.89,4.31,4.24,8.01,4.31,4.26,4.48,0
31032013,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,b0:axxxxxx,929.93,794.83,935.18,929.08,794.83,933.01,46.53,44.93,46.67,46.54,45.97,46.67,7.9,7.69,42.47,8.34,7.7,42.47,0.84
1347791,NBN,Fibre to the Premises,100/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,6c:7xxxxxx,106.48,79.39,107.88,105.53,86.97,107.88,18.75,17.25,18.89,18.75,17.68,18.89,3.48,3.3,7.57,3.56,3.3,5.51,0
124920272,Starlink,Satellite,100/50 Mbps,Starlink,NSW,,FALSE,FALSE,74:2xxxxxx,209.31,4.01,422.97,163.78,4.01,302.5,28.55,8.06,48.9,28.65,8.06,47.48,24.68,21.58,36.06,25.53,23.16,36.06,0.16
81801681,NBN,Fibre to the Premises,100/20 Mbps,Telstra,NSW,Urban,FALSE,FALSE,a0:bxxxxxx,106.99,78.87,110.48,107.07,92.24,109.47,18.51,12.68,19.19,17.88,12.68,19.17,2.85,2.61,66.74,2.9,2.65,4.44,0.03
11285713,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,f8:cxxxxxx,95.37,17.13,96.04,94.94,86.46,96,35.56,33.32,36.92,35.57,35.15,36.8,8.67,5.8,10.1,8.7,6.33,10.1,0
49779409,NBN,Fibre to the Node,100/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,50:dxxxxxx,106.65,89.26,107.66,106.27,103.15,107.66,18.82,17.96,19.08,18.79,17.96,19.08,11.54,10.28,15.42,11.66,10.28,13.85,0.03
33093585,NBN,Fibre to the Node,50/20 Mbps,Leaptel,ACT,Urban,FALSE,FALSE,28:8xxxxxx,52.88,35.2,53.32,52.92,50.48,53.28,18.83,18.03,19.05,18.82,18.21,19.05,13.94,10.45,14.6,13.95,10.77,14.47,0
31032021,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,c4:bxxxxxx,936.9,587.85,949.88,930.59,587.85,948.18,46.26,25.79,47.06,45.36,25.79,47.05,9.08,8.5,98.03,9.88,8.7,48.13,0.26
4191189,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,NSW,Urban,TRUE,TRUE,30:dxxxxxx,27.8,24.46,28.67,27.87,26.25,28.67,13.38,10.72,13.82,13.38,10.86,13.8,22.83,17.83,26.9,23.06,20.26,25.07,0
1188311,NBN,Fibre to the Premises,100/20 Mbps,Exetel,NSW,Urban,FALSE,FALSE,e0:bxxxxxx,108.16,46.02,109.2,108,97.27,109.08,18.82,17.53,18.9,18.77,17.53,18.89,7,6.6,10.52,6.96,6.61,7.61,0
124920281,NBN Satellite Services,Satellite,100/10 Mbps,,WA,Minor Rural,FALSE,FALSE,08:4xxxxxx,60.07,11.16,94.92,30.28,11.16,75.76,12.8,3.13,18.01,10.62,7.65,14.35,645.1,623.07,790.99,659.72,629.36,790.99,0.39
48464345,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,QLD,Major Rural,FALSE,FALSE,18:fxxxxxx,43.91,31.29,45.25,43.95,37.63,45.25,18.5,16.2,18.92,18.59,16.44,18.92,26.33,22.74,31.84,26.26,24.41,28.09,0.06
124920284,NBN,Fibre to the Node,25/5 Mbps,TPG,NSW,Major Rural,FALSE,FALSE,1c:3xxxxxx,26.23,21.57,26.36,26.18,21.57,26.36,4.3,4.13,4.46,4.3,4.17,4.37,23.13,19.54,24.33,22.91,19.54,23.98,0
81885917,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,NSW,Urban,FALSE,FALSE,9e:0xxxxxx,407.83,92.46,922.61,427.18,92.88,920.06,45.8,44.26,46.14,45.83,45.56,46.09,2.59,2.48,11.15,2.62,2.56,2.72,0
4719073,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,70:axxxxxx,932.66,898.97,936.21,932.49,918.39,936.21,47.35,46.8,47.49,47.36,46.96,47.46,2.86,2.72,3.06,2.88,2.81,2.99,0.03
81801697,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Superloop,NSW,Urban,FALSE,FALSE,10:7xxxxxx,270.83,226.03,273.33,271.94,271.23,272.54,23.67,22.39,23.79,23.68,23.56,23.79,7.83,7.6,8.41,7.84,7.75,7.92,0
120690401,Non-NBN fixed line services,Fibre to the Premises,500/50 Mbps,,NSW,,FALSE,FALSE,78:dxxxxxx,493.65,351.13,544.16,492.07,404.1,543.8,55.21,29.22,56.38,55.34,48.16,56.38,5.34,4.95,9.77,5.37,5.04,7.98,0.07
124920290,NBN,Fibre to the Node,25/10 Mbps,Other RSPs,NSW,Minor Rural,FALSE,FALSE,9c:axxxxxx,24.07,7.18,25.23,23.44,7.8,25.23,6.29,4.96,6.96,6.27,5.42,6.9,20.63,16.32,73.05,20.72,16.49,26.22,0
135073765,NBN,Fibre to the Premises,25/10 Mbps,Other RSPs,TAS,Minor Rural,FALSE,FALSE,b0:axxxxxx,25.51,2.29,26.56,24.81,11.73,26.56,9.39,7.86,9.64,9.37,8.52,9.45,26.23,24.8,27.74,26.27,26.02,27.11,0
95590373,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Leaptel,NSW,Urban,FALSE,FALSE,58:1xxxxxx,931.36,835,936.06,931.85,912.33,935.12,47.4,46.27,47.77,47.33,46.56,47.49,12.73,9.65,13.41,12.83,9.83,13.36,0
59419109,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,NSW,Major Rural,FALSE,FALSE,a8:6xxxxxx,893.58,360.37,920.53,894.82,461.57,919.63,45.21,34.7,46.13,45.47,43.49,46.13,10.32,9.95,32.92,10.14,10.06,11.12,0
1029349,NBN,Fibre to the Premises,100/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,e0:bxxxxxx,107.66,94.87,108.3,107.49,98.53,108.16,18.85,18.42,18.91,18.83,18.42,18.91,7.77,7.56,26.78,7.68,7.56,8.07,0.8
36029157,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 50/10,,NSW,Remote,FALSE,FALSE,80:3xxxxxx,27.6,11.1,41.44,21.45,11.67,35.41,5.61,2.89,7.32,4.57,3.28,6.79,42.87,35.87,76.05,42.65,36.14,62.5,0.16
128469735,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,WA,Remote,FALSE,FALSE,f8:cxxxxxx,117.23,4.13,145.37,111.62,72.35,138.39,18.57,11.29,21.85,17.88,11.38,21.11,75.88,73.37,82.72,75.88,74.03,78.1,0.06
2219239,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,ACT,Urban,FALSE,FALSE,9c:cxxxxxx,106.18,86.24,109.32,104.57,91.01,108.66,18.49,16.24,19,18.24,16.24,18.91,6.46,6.3,52.56,6.47,6.31,6.79,0
128469736,NBN Satellite Services,Satellite,25/5 Mbps,,TAS,Major Rural,FALSE,FALSE,cc:3xxxxxx,18.93,2.6,27.87,14.53,2.87,26.54,4.66,2.19,5.61,4.5,2.78,5.59,676.95,649.25,812.29,679.19,656.87,735.33,1.35
5072105,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,9c:cxxxxxx,936.52,816.59,950.56,934.15,816.59,941.8,47.09,23.54,47.74,47.39,47.27,47.46,7.84,5.49,8.72,7.82,5.49,8.21,0.11
128332266,NBN Satellite Services,Satellite,25/5 Mbps,,NSW,Urban,FALSE,FALSE,9c:axxxxxx,20.66,4.12,27.8,16.84,4.17,26.89,4.3,0.31,5.64,3.42,0.66,5.6,664.87,636.82,710.47,666.78,644.73,701.1,0.03
129577453,NBN Satellite Services,Satellite,100/10 Mbps,,NT + SA,Minor Rural,FALSE,FALSE,0c:8xxxxxx,67.39,14.09,94.92,53.63,17.87,94.88,9.57,1.96,10.14,9.58,6.9,10.08,666.66,635.19,715.44,670.6,647.26,690.24,0.06
66151917,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Superloop,NSW,Urban,FALSE,FALSE,98:1xxxxxx,108.65,103.59,109.58,108.67,108.29,109.58,18.96,18.44,19.07,18.97,18.77,19.03,7.85,7.65,8.05,7.9,7.82,8.05,0
131627502,NBN fixed wireless,Fixed Wireless,Fixed Wireless Home Fast 250/20,,NSW,Remote,FALSE,FALSE,24:4xxxxxx,287.43,213.56,348.44,265.1,240.74,291.19,19.02,7.8,21.83,16.89,15.98,17.88,37.8,34.22,56.04,37.97,35.08,46.48,0
1028846,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,7c:fxxxxxx,46.29,29.77,48.24,45.02,31.18,48.24,18.76,17.29,18.88,18.61,17.29,18.86,5.52,5.38,10.14,5.61,5.5,6.95,0.67
135073776,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,NSW,Remote,FALSE,FALSE,5c:axxxxxx,76.49,60.81,82.61,79.4,74.55,81.99,15.6,14.1,15.89,15.65,15.38,15.79,27.81,25.13,31.67,27.83,26.3,29.47,0.03
24454641,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,NSW,Urban,FALSE,FALSE,38:9xxxxxx,51.22,29.59,52.17,50.98,33.48,52.07,18.3,16.74,18.48,18.22,16.74,18.43,15.48,14.94,16.17,15.45,14.94,15.75,0.06
24028913,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Superloop,NSW,Urban,FALSE,FALSE,c0:3xxxxxx,96.24,64.69,101.88,95.52,88.34,101.74,35.06,31.38,35.92,33.84,31.38,35.82,8.87,8.4,10.65,9.23,8.5,10.65,0.06
55105265,NBN,Fibre to the Premises,100/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,b0:axxxxxx,107.76,100.11,108.09,107.67,100.11,108.03,18.85,18.76,18.94,18.85,18.76,18.94,3.73,3.53,4.05,3.7,3.53,3.9,0.03
132047601,NBN Satellite Services,Satellite,50/10 Mbps,,QLD,Minor Rural,FALSE,FALSE,c0:0xxxxxx,33.87,3.71,55.8,25.69,4.22,53.73,12.4,1.3,17.59,11.53,4.99,16.58,691.7,638.17,807.12,695.65,645.12,807.12,0.19
